knowledge,history,gpt2,begin_label,vrm_label
"cast : Lindsay Lohan as Cady Heron Rachel McAdams as Regina George Lacey Chabert as Gretchen Wieners Amanda Seyfried as Karen Smith Lizzy Caplan as Janis Ian critical response : Boasts a one - two - three punch in star Lindsay Lohan , screenwriter Tina Fey and director Mark Waters , and , indeed , it delivers a knockout The screenplay was highly praised by critics with Peter Travers of Rolling Stone calling it ' comic gold ' . In November 2012 , Rotten Tomatoes named it in its ' Top 50 Greatest Teen Comedies ' . director : Mark Waters   genre : Comedy , teeny introduction : Mean Girls is a 2004 American teen comedy film directed by Mark Waters and written by Tina Fey . The film is partially based on Rosalind Wiseman 's 2002 non - fiction self - help book Queen Bees and Wannabes , which describes female high school social cliques and the damaging effects they can have on girls . movieName : Mean Girls rating : Rotten Tomatoes : 84 % and average : 6.9/10 Metacritic Score : 66/100 CinemaScore : A- year : 2004","Well , Regina George was played by Rachel McAdams . No wonder it 's hard for you to pick in that case !",The film received a CinemaScore of A- as well.,entailment,"ack.,edification"
"Sixteen - year - old homeschooled Cady Heron and her zoologist parents return to the United States after a twelve - year research trip in Africa , settling down in Evanston , Illinois . Attending a public school for the first time , Cady meets new classmates Janis Ian and Damian Leigh . Janis and Damian educate Cady on the school 's various cliques and warn her to avoid the most popular and infamous one , the ' Plastics ' , who are led by queen bee Regina George and include insecure rich girl Gretchen Wieners and sweet but dimwitted Karen Smith . The Plastics take an interest in Cady , and invite her to sit with them at lunch . Seeing that Cady is getting along with the Plastics , Janis hatches a plan of revenge against Regina for some past slight , using Cady as the infiltrator .",Did you know that tina fey wrote this movie ?,Yes.  I was very interested in the movie.,hallucination,"disclosure,ack.,confirmation"
"Sixteen - year - old homeschooled Cady Heron and her zoologist parents return to the United States after a twelve - year research trip in Africa , settling down in Evanston , Illinois . Attending a public school for the first time , Cady meets new classmates Janis Ian and Damian Leigh . Janis and Damian educate Cady on the school 's various cliques and warn her to avoid the most popular and infamous one , the ' Plastics ' , who are led by queen bee Regina George and include insecure rich girl Gretchen Wieners and sweet but dimwitted Karen Smith . The Plastics take an interest in Cady , and invite her to sit with them at lunch . Seeing that Cady is getting along with the Plastics , Janis hatches a plan of revenge against Regina for some past slight , using Cady as the infiltrator .",I did ! She really delivered a knockout in Mean Girls .,i really liked the comedy part of the movie,hallucination,disclosure
"Sixteen - year - old homeschooled Cady Heron and her zoologist parents return to the United States after a twelve - year research trip in Africa , settling down in Evanston , Illinois . Attending a public school for the first time , Cady meets new classmates Janis Ian and Damian Leigh . Janis and Damian educate Cady on the school 's various cliques and warn her to avoid the most popular and infamous one , the ' Plastics ' , who are led by queen bee Regina George and include insecure rich girl Gretchen Wieners and sweet but dimwitted Karen Smith . The Plastics take an interest in Cady , and invite her to sit with them at lunch . Seeing that Cady is getting along with the Plastics , Janis hatches a plan of revenge against Regina for some past slight , using Cady as the infiltrator .",What was your favorite scene in Mean Girls ?,My favorite scene was when Cady (Cady) first meets the new classmates.,"entailment,hallucination",disclosure
"Sixteen - year - old homeschooled Cady Heron and her zoologist parents return to the United States after a twelve - year research trip in Africa , settling down in Evanston , Illinois . Attending a public school for the first time , Cady meets new classmates Janis Ian and Damian Leigh . Janis and Damian educate Cady on the school 's various cliques and warn her to avoid the most popular and infamous one , the ' Plastics ' , who are led by queen bee Regina George and include insecure rich girl Gretchen Wieners and sweet but dimwitted Karen Smith . The Plastics take an interest in Cady , and invite her to sit with them at lunch . Seeing that Cady is getting along with the Plastics , Janis hatches a plan of revenge against Regina for some past slight , using Cady as the infiltrator .",I personally like the scene where Cady met the Plastics .,"I like the clique aspect of it, I like that they are trying to get rid of popular cliques.",hallucination,disclosure
"Sixteen - year - old homeschooled Cady Heron and her zoologist parents return to the United States after a twelve - year research trip in Africa , settling down in Evanston , Illinois . Attending a public school for the first time , Cady meets new classmates Janis Ian and Damian Leigh . Janis and Damian educate Cady on the school 's various cliques and warn her to avoid the most popular and infamous one , the ' Plastics ' , who are led by queen bee Regina George and include insecure rich girl Gretchen Wieners and sweet but dimwitted Karen Smith . The Plastics take an interest in Cady , and invite her to sit with them at lunch . Seeing that Cady is getting along with the Plastics , Janis hatches a plan of revenge against Regina for some past slight , using Cady as the infiltrator .",I love the revenge plot the best I think,I also love that it takes place in a public school.,"entailment,hallucination",disclosure
"Sixteen - year - old homeschooled Cady Heron and her zoologist parents return to the United States after a twelve - year research trip in Africa , settling down in Evanston , Illinois . Attending a public school for the first time , Cady meets new classmates Janis Ian and Damian Leigh . Janis and Damian educate Cady on the school 's various cliques and warn her to avoid the most popular and infamous one , the ' Plastics ' , who are led by queen bee Regina George and include insecure rich girl Gretchen Wieners and sweet but dimwitted Karen Smith . The Plastics take an interest in Cady , and invite her to sit with them at lunch . Seeing that Cady is getting along with the Plastics , Janis hatches a plan of revenge against Regina for some past slight , using Cady as the infiltrator .",Oh yeah ! The plan of revenge against Regina ? That was awesome !,Yes! It was!,generic,"disclosure,ack.,confirmation"
"Sixteen - year - old homeschooled Cady Heron and her zoologist parents return to the United States after a twelve - year research trip in Africa , settling down in Evanston , Illinois . Attending a public school for the first time , Cady meets new classmates Janis Ian and Damian Leigh . Janis and Damian educate Cady on the school 's various cliques and warn her to avoid the most popular and infamous one , the ' Plastics ' , who are led by queen bee Regina George and include insecure rich girl Gretchen Wieners and sweet but dimwitted Karen Smith . The Plastics take an interest in Cady , and invite her to sit with them at lunch . Seeing that Cady is getting along with the Plastics , Janis hatches a plan of revenge against Regina for some past slight , using Cady as the infiltrator .",Did you know that Mean Girls was partially based on a book ?,No I did not know that.,generic,ack.
"Sixteen - year - old homeschooled Cady Heron and her zoologist parents return to the United States after a twelve - year research trip in Africa , settling down in Evanston , Illinois . Attending a public school for the first time , Cady meets new classmates Janis Ian and Damian Leigh . Janis and Damian educate Cady on the school 's various cliques and warn her to avoid the most popular and infamous one , the ' Plastics ' , who are led by queen bee Regina George and include insecure rich girl Gretchen Wieners and sweet but dimwitted Karen Smith . The Plastics take an interest in Cady , and invite her to sit with them at lunch . Seeing that Cady is getting along with the Plastics , Janis hatches a plan of revenge against Regina for some past slight , using Cady as the infiltrator .",Was it really ? I am not surprised at all .,I was not surprised.,generic,"disclosure,ack.,confirmation"
"When Regina is finally made aware of Cady 's treachery , she retaliates by spreading the contents of her Burn Book all over the school , quickly inciting a massive brawl . To avoid suspicion , Regina inserts a fake libel of herself in the book in order to blame Cady , Gretchen , and Karen , the only female students not mentioned in the book . Karen convinces Principal Duvall that they did not spread the book . Duvall soon quells the fighting , and gathers all the girls in the school in the gymnasium . Math teacher Ms. Norbury , whom the Burn Book defamed as a drug dealer , makes the girls face the ways they all treat each other , confess their transgressions , and apologize to each other and the teachers . When Janis 's turn comes , she defies Norbury and confesses her plan to destroy Regina with Cady 's help , and openly mocks Regina with the support of the entire school . Pursued by an apologetic Cady , Regina storms out and is struck by a school bus , breaking her spine .",Yeah ! It was based on the book Queen Bees and Wannabes . Does that sound like your kind of book ?,"I think so , I don't think I would call it that",generic,"disclosure,ack.,confirmation"
"When Regina is finally made aware of Cady 's treachery , she retaliates by spreading the contents of her Burn Book all over the school , quickly inciting a massive brawl . To avoid suspicion , Regina inserts a fake libel of herself in the book in order to blame Cady , Gretchen , and Karen , the only female students not mentioned in the book . Karen convinces Principal Duvall that they did not spread the book . Duvall soon quells the fighting , and gathers all the girls in the school in the gymnasium . Math teacher Ms. Norbury , whom the Burn Book defamed as a drug dealer , makes the girls face the ways they all treat each other , confess their transgressions , and apologize to each other and the teachers . When Janis 's turn comes , she defies Norbury and confesses her plan to destroy Regina with Cady 's help , and openly mocks Regina with the support of the entire school . Pursued by an apologetic Cady , Regina storms out and is struck by a school bus , breaking her spine .",Oh no I am alergic to bees,What do you think of this movie ?,generic,question
"When Regina is finally made aware of Cady 's treachery , she retaliates by spreading the contents of her Burn Book all over the school , quickly inciting a massive brawl . To avoid suspicion , Regina inserts a fake libel of herself in the book in order to blame Cady , Gretchen , and Karen , the only female students not mentioned in the book . Karen convinces Principal Duvall that they did not spread the book . Duvall soon quells the fighting , and gathers all the girls in the school in the gymnasium . Math teacher Ms. Norbury , whom the Burn Book defamed as a drug dealer , makes the girls face the ways they all treat each other , confess their transgressions , and apologize to each other and the teachers . When Janis 's turn comes , she defies Norbury and confesses her plan to destroy Regina with Cady 's help , and openly mocks Regina with the support of the entire school . Pursued by an apologetic Cady , Regina storms out and is struck by a school bus , breaking her spine .",Haha ! Good one .,What did you think of Lindsay Lohan's character?,hallucination,question
"When Regina is finally made aware of Cady 's treachery , she retaliates by spreading the contents of her Burn Book all over the school , quickly inciting a massive brawl . To avoid suspicion , Regina inserts a fake libel of herself in the book in order to blame Cady , Gretchen , and Karen , the only female students not mentioned in the book . Karen convinces Principal Duvall that they did not spread the book . Duvall soon quells the fighting , and gathers all the girls in the school in the gymnasium . Math teacher Ms. Norbury , whom the Burn Book defamed as a drug dealer , makes the girls face the ways they all treat each other , confess their transgressions , and apologize to each other and the teachers . When Janis 's turn comes , she defies Norbury and confesses her plan to destroy Regina with Cady 's help , and openly mocks Regina with the support of the entire school . Pursued by an apologetic Cady , Regina storms out and is struck by a school bus , breaking her spine .",The burn book was such a designed to fail method,yes,generic,"ack.,confirmation"
"When Regina is finally made aware of Cady 's treachery , she retaliates by spreading the contents of her Burn Book all over the school , quickly inciting a massive brawl . To avoid suspicion , Regina inserts a fake libel of herself in the book in order to blame Cady , Gretchen , and Karen , the only female students not mentioned in the book . Karen convinces Principal Duvall that they did not spread the book . Duvall soon quells the fighting , and gathers all the girls in the school in the gymnasium . Math teacher Ms. Norbury , whom the Burn Book defamed as a drug dealer , makes the girls face the ways they all treat each other , confess their transgressions , and apologize to each other and the teachers . When Janis 's turn comes , she defies Norbury and confesses her plan to destroy Regina with Cady 's help , and openly mocks Regina with the support of the entire school . Pursued by an apologetic Cady , Regina storms out and is struck by a school bus , breaking her spine .",but you knew it was gon na cause funny drama haha,yeah it is,generic,"ack.,confirmation"
"When Regina is finally made aware of Cady 's treachery , she retaliates by spreading the contents of her Burn Book all over the school , quickly inciting a massive brawl . To avoid suspicion , Regina inserts a fake libel of herself in the book in order to blame Cady , Gretchen , and Karen , the only female students not mentioned in the book . Karen convinces Principal Duvall that they did not spread the book . Duvall soon quells the fighting , and gathers all the girls in the school in the gymnasium . Math teacher Ms. Norbury , whom the Burn Book defamed as a drug dealer , makes the girls face the ways they all treat each other , confess their transgressions , and apologize to each other and the teachers . When Janis 's turn comes , she defies Norbury and confesses her plan to destroy Regina with Cady 's help , and openly mocks Regina with the support of the entire school . Pursued by an apologetic Cady , Regina storms out and is struck by a school bus , breaking her spine .",The drama the burn book caused was serious !,It was.,hallucination,"disclosure,ack.,confirmation"
"Without any friends , shunned by Aaron , grounded by her parents and despised by her peers at school , Cady takes full blame for the Burn Book and becomes an outcast . After she makes amends with Regina , Cady 's guilt soon dissolves and she returns to her old personality . As part of her punishment for lying and failing Ms. Norbury 's class , she joins the Mathletes in the state championship finals , and ends up winning the competition for her team after her opponent answers incorrectly . At the Spring Fling dance , Regina 's new boyfriend , Shane Oman , is elected King , while Cady is elected Queen . Onstage , Cady declares that all her classmates are wonderful in their own way , breaks her plastic tiara , and distributes the pieces to some other girls . She then reconciles with Janis , Damian , and Aaron , and reaches a truce with the Plastics .",A math teacher got defamed as a drug dealer because of it .,So the real name of the real person was Regina?,hallucination,question
"Without any friends , shunned by Aaron , grounded by her parents and despised by her peers at school , Cady takes full blame for the Burn Book and becomes an outcast . After she makes amends with Regina , Cady 's guilt soon dissolves and she returns to her old personality . As part of her punishment for lying and failing Ms. Norbury 's class , she joins the Mathletes in the state championship finals , and ends up winning the competition for her team after her opponent answers incorrectly . At the Spring Fling dance , Regina 's new boyfriend , Shane Oman , is elected King , while Cady is elected Queen . Onstage , Cady declares that all her classmates are wonderful in their own way , breaks her plastic tiara , and distributes the pieces to some other girls . She then reconciles with Janis , Damian , and Aaron , and reaches a truce with the Plastics .",Regina getting hit by that bus was a really intenese scene,Yeah it was,hallucination,"disclosure,ack.,confirmation"
"Without any friends , shunned by Aaron , grounded by her parents and despised by her peers at school , Cady takes full blame for the Burn Book and becomes an outcast . After she makes amends with Regina , Cady 's guilt soon dissolves and she returns to her old personality . As part of her punishment for lying and failing Ms. Norbury 's class , she joins the Mathletes in the state championship finals , and ends up winning the competition for her team after her opponent answers incorrectly . At the Spring Fling dance , Regina 's new boyfriend , Shane Oman , is elected King , while Cady is elected Queen . Onstage , Cady declares that all her classmates are wonderful in their own way , breaks her plastic tiara , and distributes the pieces to some other girls . She then reconciles with Janis , Damian , and Aaron , and reaches a truce with the Plastics .",It was . Can you believe Cady took all the blame for the Burn Book ?,I am not sure how she did it.  She was a mean girl and they should have just let her run away and not judge her.,hallucination,disclosure
"Without any friends , shunned by Aaron , grounded by her parents and despised by her peers at school , Cady takes full blame for the Burn Book and becomes an outcast . After she makes amends with Regina , Cady 's guilt soon dissolves and she returns to her old personality . As part of her punishment for lying and failing Ms. Norbury 's class , she joins the Mathletes in the state championship finals , and ends up winning the competition for her team after her opponent answers incorrectly . At the Spring Fling dance , Regina 's new boyfriend , Shane Oman , is elected King , while Cady is elected Queen . Onstage , Cady declares that all her classmates are wonderful in their own way , breaks her plastic tiara , and distributes the pieces to some other girls . She then reconciles with Janis , Damian , and Aaron , and reaches a truce with the Plastics .",i still ca n't believe she still did that,"oh nice , i did not see that one tho",hallucination,"disclosure,ack."
"Without any friends , shunned by Aaron , grounded by her parents and despised by her peers at school , Cady takes full blame for the Burn Book and becomes an outcast . After she makes amends with Regina , Cady 's guilt soon dissolves and she returns to her old personality . As part of her punishment for lying and failing Ms. Norbury 's class , she joins the Mathletes in the state championship finals , and ends up winning the competition for her team after her opponent answers incorrectly . At the Spring Fling dance , Regina 's new boyfriend , Shane Oman , is elected King , while Cady is elected Queen . Onstage , Cady declares that all her classmates are wonderful in their own way , breaks her plastic tiara , and distributes the pieces to some other girls . She then reconciles with Janis , Damian , and Aaron , and reaches a truce with the Plastics .",She felt really guiltiy I guess but still,I agree with that part too.,hallucination,"disclosure,ack.,confirmation"
"Without any friends , shunned by Aaron , grounded by her parents and despised by her peers at school , Cady takes full blame for the Burn Book and becomes an outcast . After she makes amends with Regina , Cady 's guilt soon dissolves and she returns to her old personality . As part of her punishment for lying and failing Ms. Norbury 's class , she joins the Mathletes in the state championship finals , and ends up winning the competition for her team after her opponent answers incorrectly . At the Spring Fling dance , Regina 's new boyfriend , Shane Oman , is elected King , while Cady is elected Queen . Onstage , Cady declares that all her classmates are wonderful in their own way , breaks her plastic tiara , and distributes the pieces to some other girls . She then reconciles with Janis , Damian , and Aaron , and reaches a truce with the Plastics .","It did work out in the end though , would n't you agree ? She got elected as the Queen of the Spring Fling dance !","I agree, I think it was great that she reconciled with Janis and Damian .",entailment,"disclosure,ack.,confirmation"
"Without any friends , shunned by Aaron , grounded by her parents and despised by her peers at school , Cady takes full blame for the Burn Book and becomes an outcast . After she makes amends with Regina , Cady 's guilt soon dissolves and she returns to her old personality . As part of her punishment for lying and failing Ms. Norbury 's class , she joins the Mathletes in the state championship finals , and ends up winning the competition for her team after her opponent answers incorrectly . At the Spring Fling dance , Regina 's new boyfriend , Shane Oman , is elected King , while Cady is elected Queen . Onstage , Cady declares that all her classmates are wonderful in their own way , breaks her plastic tiara , and distributes the pieces to some other girls . She then reconciles with Janis , Damian , and Aaron , and reaches a truce with the Plastics .","yeah I guess that s always worth it , and a truce was made as well",And now she is queen,entailment,"edification,ack.,confirmation"
"cast : Macaulay Culkin as Kevin Joe Pesci as Harry Daniel Stern as Marv John Heard as Peter Roberts Blossom as Marley critical response : the film 's first half is ' flat and unsurprising as its cute little premise suggests ' , the second half is praised for its slapstick humor . The conversation between Kevin and Marley , as well as the film 's final scenes , is also praised . He compared the elaborate booby - traps in the film to Rube Goldberg machines , writing ' they 're the kinds of traps that any 8 - year - old could devise , if he had a budget of tens of thousands of dollars and the assistance of a crew of movie special effects people ' and criticized the plot as ' so implausible that it makes it hard for [ him ] to really care about the plight of the kid [ Kevin ] sadistic festival of adult - bashing ' .   [ John ] Hughes is pulling our strings as though he 'd never learn to do anything else director : Chris Columbus genre : Comedy introduction : Home Alone is a 1990 American comedy film written and produced by John Hughes and directed by Chris Columbus . The film stars Macaulay Culkin as Kevin McCallister , a boy who is mistakenly left behind when his family flies to Paris for their Christmas vacation . Kevin initially relishes being home alone , but soon has to contend with two would - be burglars played by Joe Pesci and Daniel Stern . The film also features Catherine O'Hara and John Heard as Kevin 's parents . movieName : Home Alone rating : Rotten Tomatoes : 62 % and average : 5.5/10 Metacritic Score : 63/100 CinemaScore : A year : 1990","Hi , have you seen any good movies lately ?","Hi, I have seen many good movies recently, have you?",hallucination,"question,ack."
"cast : Macaulay Culkin as Kevin Joe Pesci as Harry Daniel Stern as Marv John Heard as Peter Roberts Blossom as Marley critical response : the film 's first half is ' flat and unsurprising as its cute little premise suggests ' , the second half is praised for its slapstick humor . The conversation between Kevin and Marley , as well as the film 's final scenes , is also praised . He compared the elaborate booby - traps in the film to Rube Goldberg machines , writing ' they 're the kinds of traps that any 8 - year - old could devise , if he had a budget of tens of thousands of dollars and the assistance of a crew of movie special effects people ' and criticized the plot as ' so implausible that it makes it hard for [ him ] to really care about the plight of the kid [ Kevin ] sadistic festival of adult - bashing ' .   [ John ] Hughes is pulling our strings as though he 'd never learn to do anything else director : Chris Columbus genre : Comedy introduction : Home Alone is a 1990 American comedy film written and produced by John Hughes and directed by Chris Columbus . The film stars Macaulay Culkin as Kevin McCallister , a boy who is mistakenly left behind when his family flies to Paris for their Christmas vacation . Kevin initially relishes being home alone , but soon has to contend with two would - be burglars played by Joe Pesci and Daniel Stern . The film also features Catherine O'Hara and John Heard as Kevin 's parents . movieName : Home Alone rating : Rotten Tomatoes : 62 % and average : 5.5/10 Metacritic Score : 63/100 CinemaScore : A year : 1990",My husband says we need to watch that every year around the Holidays ! I still have nt seen it,I agree with him.,hallucination,"disclosure,ack.,confirmation"
